monthly_income,monthly_expenses,current_savings,monthly_sip,financial_goal,time_horizon_years,risk_profile,income_stability,savings_ratio,expense_ratio,disposable_income,sip_ratio,financial_buffer,goal_pressure,surplus_after_sip,goal_feasibility_ratio,recommended_investment_type,investment_capacity_ratio,savings_to_goal_ratio,liquidity_stress
162469,63072,1804042,19284,5820626,19,1,2,11.103915208439764,0.3882094430322092,99397,0.1186934122817276,28.602898274987314,25529.06140350877,80113,0.7553744219264389,Aggressive,0.1940098795738302,0.30993951509682977,0.5069028553139369
155349,80553,747266,30252,9075708,5,0,0,4.810240168910003,0.5185292470501902,74796,0.19473572407933107,9.276699812545777,151261.8,44544,0.1999976200203885,Balanced,0.40446013155783733,0.08233693723949691,0.7132649711295213
181351,118899,779605,27201,6013318,7,1,2,4.2988734553435055,0.6556291390728477,62452,0.149990901621717,6.55686759350373,71587.11904761905,35251,0.37997059194275107,Aggressive,0.43555050278613977,0.12964639488548585,0.8056200406945647
119848,12839,78920,44619,3751387,12,0,2,0.6585007676390094,0.10712736132434417,107009,0.37229657566250585,6.14689617571462,26051.29861111111,62390,1.7127361160018948,Aggressive,0.41696492818361075,0.021037552244010015,0.47942393698685
92155,23975,1645288,24252,6523959,12,1,1,17.85348597471651,0.26015951386251424,68180,0.2631653192990071,68.6251511991658,45305.270833333336,43928,0.5353019539209244,Aggressive,0.3557054854796128,0.25219165233871027,0.5233248331615213
165629,113302,1714098,35742,119675,14,1,1,10.349021004775734,0.6840710262091784,52327,0.21579554305103574,15.128576724153149,712.3511904761905,16585,50.17468978483392,Aggressive,0.6830508150667916,14.322941299352413,0.8998665692602141
165905,17896,1484764,50733,666088,13,2,1,8.949483137940387,0.10786896115246677,148009,0.3057954853681324,82.96624944121591,4269.794871794872,97276,11.88183543315598,Aggressive,0.3427696964373788,2.229080842171004,0.41366444652059914
43681,27258,376008,16892,5128035,18,0,2,8.60804468762162,0.6240241752707126,16423,0.3867127584075456,13.794408980849658,23740.902777777777,-469,0.7115146444983312,Growth,1.0285575108080132,0.07332399252345197,1.0107369336782583
149302,24289,125359,8927,6308714,20,2,2,0.8396337624412266,0.16268368809526998,125013,0.05979156340839373,5.161142904195315,26286.308333333334,116086,0.3396064554519352,Aggressive,0.07140857350835512,0.01987076922491652,0.2224752515036637
90428,60601,1004969,3539,1612760,5,1,0,11.113471491131065,0.6701574733489627,29827,0.039136108285044456,16.583373211663172,26879.333333333332,26288,0.1316624916292567,Aggressive,0.11865088678043384,0.6231361144869665,0.7092935816340071
53228,44521,1181364,19322,550930,12,0,0,22.19440895769144,0.8364206808446683,8707,0.3630044337566694,26.53498349093686,3825.902777777778,-10615,5.050311291815657,Growth,2.2191340300907316,2.144308714355726,1.1994251146013377
115536,16304,1590209,30300,191006,10,0,2,13.763753289018142,0.14111618889350505,99232,0.26225592023265476,97.53489941118744,1591.7166666666667,68932,19.036051223521774,Aggressive,0.3053450499838762,8.325440038532822,0.40337210912615984
189437,29446,798768,63032,306487,2,1,2,4.2165363682913055,0.1554395392663524,159991,0.3327333097546942,27.126536711268084,12770.291666666666,96959,4.935830883528502,Aggressive,0.3939721609340525,2.606205157151853,0.4881728490210466
202832,65718,1365349,46232,2545840,2,1,1,6.7314279798059475,0.32400212984144516,137114,0.2279324761378875,20.775875711372837,106076.66666666667,90882,0.4358357163058165,Aggressive,0.3371792814738101,0.5363058951073123,0.5519346059793326
234093,79184,1761881,14140,1537188,2,1,0,7.526414715519046,0.33825872623273656,154909,0.06040334397013153,22.250467266114367,64049.5,140769,0.2207667507162429,Aggressive,0.09127939629072553,1.1461714507269118,0.3986620702028681
93673,75633,742303,31575,6650091,15,1,2,7.924407246485113,0.8074151569822681,18040,0.3370768524548162,9.814538627318763,36944.95,-13535,0.8546499589253742,Aggressive,1.7502771618625277,0.11162298380578552,1.1444920094370843
73777,26994,863695,27866,4918750,17,2,0,11.706832752754924,0.3658863873564932,46783,0.37770578906705343,31.995813884566942,24111.519607843136,18917,1.1557131385006354,Aggressive,0.5956437167347113,0.17559237611181702,0.7435921764235466
168891,73870,543571,31573,965139,15,0,2,3.2184722690966363,0.4373826906111042,95021,0.18694305794861774,7.358481115473128,5361.883333333333,63448,5.88841607271077,Aggressive,0.33227391839698595,0.5632048855139,0.624325748559722
43133,37251,1991019,1781,2311738,9,1,1,46.159993508450604,0.863631094521596,5882,0.041290890965154294,53.44873963115084,21404.98148148148,4101,0.08320493066255778,Balanced,0.3027881672900374,0.8612649876413331,0.9049219854867503
54118,44881,1140392,14565,5171915,1,1,2,21.072323441368862,0.8293174174951032,9237,0.26913411434273254,25.40923776208195,430992.9166666667,-5328,0.03379405887374406,Growth,1.5768106528093537,0.2204970499321818,1.0984515318378358
46253,41398,189635,14489,9438770,5,2,2,4.099950273495773,0.8950338356430935,4855,0.313255356409314,4.580776849123146,157312.83333333334,-9634,0.09210310241694628,Growth,2.984346035015448,0.02009107118830102,1.2082891920524075
158623,81947,1643865,50159,8611383,9,0,0,10.363345794746033,0.5166148666965068,76676,0.31621517686590217,20.060099820615765,79735.02777777778,26517,0.6290710795234633,Growth,0.6541681882205644,0.19089442427540385,0.832830043562409
163311,16710,424600,22038,2369070,16,1,1,2.5999473397382906,0.10232011315832981,146601,0.13494498227308632,25.409934171154998,12338.90625,124563,1.786057820157277,Aggressive,0.150326396136452,0.1792264475089381,0.23726509543141613
163043,95445,1266715,15721,1626534,16,2,0,7.769208123010494,0.585397717166637,67598,0.09642241617242077,13.271674786526273,8471.53125,51877,1.8557447923006836,Aggressive,0.23256605225006657,0.7787817531019948,0.6818201333390578
90794,10282,220545,2898,471616,1,2,0,2.4290702028768423,0.11324536863669406,80512,0.031918408705421064,21.449620696362576,39301.333333333336,77614,0.0737379563034333,Aggressive,0.03599463434022258,0.46763680621522596,0.1451637773421151
154951,122507,289215,21074,2943236,4,1,1,1.8664932785203063,0.7906176791372757,32444,0.13600428522565197,2.3608038724317795,61317.416666666664,11370,0.3436870166034936,Balanced,0.649549993835532,0.09826429141258125,0.9266219643629277
211733,134661,1850914,3591,2060584,12,2,1,8.741736054370362,0.6359943891599326,77072,0.01696003929477219,13.744989269350443,14309.611111111111,73481,0.25095021605525425,Aggressive,0.04659279634627361,0.8982472930004309,0.6529544284547047
135454,115487,588688,26150,4326156,13,1,1,4.346036292763595,0.8525920238604988,19967,0.1930544686757128,5.097439538649372,27731.76923076923,-6183,0.942961834940765,Balanced,1.3096609405519106,0.13607646141285704,1.0456464925362114
223137,36170,542726,21095,3917242,5,0,2,2.432254623840959,0.16209772471620573,186967,0.09453833295240144,15.004865910975948,65287.36666666667,165872,0.3231099840142631,Growth,0.11282739734819514,0.13854798861035392,0.2566360576686072
51819,46632,888483,1226,3978363,9,1,1,17.145892433277368,0.8999015805013605,5187,0.02365927555529825,19.05307514153371,36836.694444444445,3961,0.033282030825241435,Balanced,0.2363601310969732,0.2233287912641456,0.9235608560566587
156717,40930,1320267,17299,5788238,12,0,0,8.42452956603304,0.2611714108871405,115787,0.11038368524155005,32.256706572196435,40196.09722222222,98488,0.43036516466669134,Aggressive,0.14940364635062658,0.22809480190690154,0.3715550961286906
237695,56305,1759973,10346,4032747,16,0,1,7.404333284250826,0.2368791939249879,181390,0.04352636782431267,31.25784566201936,21003.890625,171044,0.49257540827629404,Aggressive,0.05703732289541871,0.43642038540974676,0.2804055617493006
246373,105648,559844,60042,5885267,2,0,2,2.2723431544852724,0.42881322222808504,140725,0.24370365259180185,5.299144328335605,245219.45833333334,80683,0.2448500637269303,Balanced,0.42666192929472374,0.09512635535482078,0.6725168748198869
169302,43866,1163976,42855,3589429,17,0,2,6.875146188467945,0.25909912464117374,125436,0.2531275472233051,26.534810559430994,17595.24019607843,82581,2.435601874281397,Aggressive,0.3416483306227877,0.3242788755537441,0.5122266718644789
232709,181790,304746,75658,5532019,16,1,1,1.309558289537577,0.7811902418900859,50919,0.3251184956318836,1.6763628362396172,28812.598958333332,-24739,2.625865167852822,Aggressive,1.485850075610283,0.05508766329255196,1.1063087375219696
193418,151559,1320875,68494,1253224,20,0,2,6.829121384772876,0.7835827068835373,41859,0.3541242283551686,8.71525280583799,5221.766666666666,-26635,13.117016590808985,Aggressive,1.636302826154471,1.053981570732766,1.137706935238706
197886,97960,859710,56077,4407086,3,0,0,4.34447105909463,0.4950324934558281,99926,0.2833803300890412,8.77613311555737,122419.05555555556,43849,0.4580741106481698,Balanced,0.5611852771050577,0.19507447778418666,0.7784128235448693
206172,119869,1984259,49781,5529219,12,0,2,9.624289428244378,0.5814029063112353,86303,0.24145373765593775,16.553562639214476,38397.354166666664,36522,1.296469537560368,Aggressive,0.5768165648934568,0.35886786180833136,0.8228566439671731
123696,60939,1874524,11449,4158848,6,2,2,15.154281464234899,0.492651338766007,62757,0.09255756047083172,30.760662301645908,57761.77777777778,51308,0.19821065833615462,Aggressive,0.18243383208247685,0.45073154873657323,0.5852088992368387
92990,68810,652650,18761,7586327,14,1,1,7.018496612538983,0.7399720400043015,24180,0.20175287665340358,9.484813253887516,45156.708333333336,5419,0.4154642951720905,Aggressive,0.775889164598842,0.08602977435589054,0.9417249166577051
27659,14596,1133143,6661,6856350,14,2,0,40.96832857297805,0.5277124986442027,13063,0.24082577099678223,77.63380378185805,40811.607142857145,6402,0.163213371546085,Aggressive,0.5099134961341193,0.16526913007649843,0.7685382696409848
164544,71709,473001,48717,2922136,19,1,2,2.874617123687281,0.4358044049008168,92835,0.29607278296382733,6.59611764213697,12816.38596491228,44118,3.8011495700405455,Aggressive,0.5247697527872031,0.1618682361122138,0.7318771878646441
240938,162850,951768,60675,5812044,7,1,2,3.950261063012061,0.675900024072583,78088,0.25182827117349693,5.844445809026712,69191.0,17413,0.8769204087236779,Aggressive,0.7770079909845303,0.1637578793278234,0.9277282952460799
204272,21002,1334667,80222,6224152,19,2,1,6.533773595989661,0.10281389519855878,183270,0.39272146941333125,63.549519093419676,27298.912280701756,103048,2.9386518838228883,Aggressive,0.43772575980793366,0.21443354853801772,0.49553536461189
75085,44228,745036,20107,6959216,9,0,0,9.922567756542586,0.58903908903243,30857,0.26778983818339214,16.845346839106448,64437.18518518518,10750,0.3120403217833733,Growth,0.6516187574942477,0.10705746164510485,0.856828927215822
71733,39492,1568242,12240,4419453,9,2,1,21.862211255628512,0.5505415917360211,32241,0.1706327631633976,39.71037172085486,40920.86111111111,20001,0.29911394011883374,Aggressive,0.3796408299990695,0.35484979702239167,0.7211743548994187
106768,64869,923320,6374,3725654,16,0,1,8.647909485988311,0.6075696838003897,41899,0.059699535441330734,14.233609274075445,19404.447916666668,35525,0.3284813887709379,Growth,0.1521277357454832,0.2478276297262172,0.6672692192417203
122136,61631,19885,1778,522381,18,0,2,0.16281030981856293,0.5046096155105784,60505,0.014557542411737736,0.3226460709707777,2418.4305555555557,58727,0.7351875355344087,Growth,0.02938600115692918,0.03806608586453183,0.5191671579223162
74812,60500,1530943,26875,6436356,3,0,0,20.46386943271133,0.8086937924397155,14312,0.35923381275731164,25.30484297520661,178787.66666666666,-12563,0.1503179749535296,Conservative,1.8777948574622694,0.23785865791140204,1.1679276051970273
223652,148440,1930444,47403,5958338,17,1,0,8.63146316599002,0.6637096918426841,75212,0.21194981489099135,13.004877391538669,29207.539215686276,27809,1.622971372218226,Aggressive,0.630258469393182,0.32399034764392354,0.8756595067336755
245460,42174,765111,93491,2334805,12,1,2,3.1170496211195307,0.17181618186262526,203286,0.38088079524158724,18.141769810783895,16213.923611111111,109795,5.7660935281533146,Aggressive,0.4598988617022323,0.3276980304565049,0.5526969771042125
74678,52856,1871657,24132,7061383,19,1,0,25.063030611425052,0.7077854254264978,21822,0.32314737941562444,35.41049265930074,30970.97807017544,-2310,0.7791810754352229,Growth,1.1058564751168545,0.2650553014898073,1.0309328048421222
103002,38803,683590,18862,7396405,12,0,2,6.636667249179627,0.37672084037203163,64199,0.18312265781246967,17.616936834780816,51363.92361111111,45337,0.3672227250941505,Aggressive,0.2938051994579355,0.09242192659812436,0.5598434981845013
36093,23803,1451985,3007,1134586,9,0,2,40.22899177125758,0.6594907599811598,12290,0.08331255368076912,61.00008402302231,10505.425925925925,9283,0.28623304006924116,Growth,0.24467046379170057,1.2797487365435498,0.7428033136619289
241997,50197,1585125,94905,3121372,12,1,1,6.550184506419501,0.20742819125856932,191800,0.3921742831522705,31.578082355519253,21676.194444444445,96895,4.378305437480697,Aggressive,0.49481230448383734,0.5078295698173751,0.5996024744108398
160450,50583,384226,20835,3930121,1,0,0,2.394677469616703,0.31525708943596137,109867,0.1298535369273917,7.595951208904177,327510.0833333333,89032,0.06361636193898357,Balanced,0.1896383809515141,0.09776441997587351,0.4451106263633531
67604,12800,1940082,9333,6134722,16,0,0,28.69773977871132,0.18933790899946748,54804,0.13805396130406486,151.56890625,31951.677083333332,45471,0.2920973436123104,Aggressive,0.1702977884825925,0.31624611514588596,0.32739187030353234
162868,96716,588533,44056,1469277,8,2,0,3.613558218925756,0.5938305867328143,66152,0.27050126482795883,6.085166880350718,15304.96875,22096,2.8785423034594566,Aggressive,0.6659813762244527,0.4005595949572477,0.8643318515607732
121038,26724,275972,18087,4175837,10,2,1,2.2800442836134107,0.22079016507212612,94314,0.14943240965647153,10.326747492890286,34798.64166666667,76227,0.5197616669424596,Aggressive,0.19177428589604936,0.06608782861974737,0.37022257472859765
248613,192024,1195111,71448,7832752,19,2,2,4.807113867738211,0.7723811707352392,56589,0.2873864198573687,6.223758488522268,34354.17543859649,-14859,2.0797471948556523,Aggressive,1.262577532736044,0.1525786849883668,1.0597675905926078
74334,13112,1604918,5492,8195213,19,2,0,21.59063147415718,0.17639303683375038,61222,0.07388274544622918,122.40070164734594,35943.916666666664,55730,0.15279358815933156,Aggressive,0.08970631472346542,0.19583603257169765,0.25027578227997954
215590,62781,718140,62440,3814379,8,0,0,3.331045039194768,0.2912055290134051,152809,0.2896238229973561,11.438811105270704,39733.114583333336,90369,1.5714851618048442,Aggressive,0.4086146758371562,0.1882717999443684,0.5808293520107611
228196,163504,267324,65089,8412934,5,0,2,1.1714666339462567,0.7165068625216919,64692,0.28523286998895686,1.6349691750660533,140215.56666666668,-397,0.4642066608391317,Conservative,1.006136771161813,0.03177535922663841,1.0017397325106487
148053,89190,1242541,36820,6381646,17,2,1,8.392541860009592,0.6024194038621304,58863,0.24869472418660885,13.931393653997086,31282.57843137255,22043,1.1770129524577202,Aggressive,0.6255202758948746,0.194705409858209,0.8511141280487393
202809,48211,223981,4744,8112369,5,2,2,1.1043937892302609,0.23771627491876593,154598,0.02339146684811818,4.645848457820829,135206.15,149854,0.035087161345841146,Aggressive,0.03068603733554121,0.027609814099925682,0.2611077417668841
35651,10935,875363,4808,8243179,19,2,0,24.553673108748704,0.3067235140669266,24716,0.1348629771955906,80.05148605395519,36154.29385964912,19908,0.13298558723521592,Aggressive,0.19452985920051788,0.10619240465359299,0.4415864912625172
86350,46636,1931128,11058,4550252,10,1,1,22.363960625361898,0.5400810654313839,39714,0.12806022003474232,41.40852560253881,37918.76666666667,28656,0.2916234089892164,Aggressive,0.2784408520924611,0.42440023102017205,0.6681412854661263
95194,74200,1164424,18154,5755635,6,2,0,12.23211546946236,0.7794608903922516,20994,0.19070529655230373,15.693045822102427,79939.375,2840,0.2270970970188346,Aggressive,0.8647232542631228,0.20231025768659758,0.9701661869445554
233385,109932,171445,34154,6594503,2,0,0,0.7346016239261306,0.47103284272768176,123453,0.14634188144053817,1.5595549976349017,274770.9583333333,89299,0.12429989037839546,Conservative,0.27665589333592544,0.025998168474561312,0.6173747241682199
184741,104475,520370,3282,7081440,13,2,1,2.816754266784309,0.5655214597734125,80266,0.01776541211750505,4.980808805934434,45393.846153846156,76984,0.07230054904087303,Aggressive,0.04088904392893629,0.07348364174518177,0.5832868718909175
194316,84964,1751373,75878,7676472,6,0,1,9.013014882974124,0.4372465468618127,109352,0.3904876592766422,20.613118497245893,106617.66666666667,33474,0.7116831794605647,Aggressive,0.6938876289414002,0.2281481649382685,0.8277342061384549
173586,131251,504178,37268,8448022,9,0,1,2.9044853847660526,0.7561151244916064,42335,0.21469473344624568,3.841326923223442,78222.42592592593,5067,0.47643625928057476,Conservative,0.8803117987480807,0.05968000556816732,0.9708098579378521
217121,72493,570315,43849,6229439,3,2,2,2.6267150575024987,0.3338829500601047,144628,0.2019565127279259,7.867173382257597,173039.97222222222,100779,0.2534038779414968,Aggressive,0.3031847221838095,0.0915515827348177,0.5358394627880306
79312,13134,1044262,17743,819407,4,0,2,13.16650695985475,0.16559915271333467,66178,0.22371141819648982,79.50829907111314,17070.979166666668,48435,1.0393662734147986,Aggressive,0.26811024811871015,1.2744118612606434,0.3893105709098245
126665,98503,443819,12172,5293734,4,0,0,3.5038803142146606,0.7776654955986263,28162,0.09609600126317451,4.505639422149579,110286.125,15990,0.11036746462893678,Conservative,0.4322136211916767,0.08383855327827201,0.8737614968618008
249448,185251,1785378,41379,117297,3,2,2,7.157315352297874,0.7426437574163753,64197,0.16588226804784964,9.6376159912767,3258.25,22818,12.699762142254277,Aggressive,0.6445628300387869,15.221003094708305,0.908526025464225
167810,104333,1237146,12120,5852613,5,1,1,7.372302008223587,0.621732912222156,63477,0.0722245396579465,11.857667276892258,97543.55,51357,0.12425219299482128,Growth,0.1909352993997826,0.21138353074088445,0.6939574518801025
120040,27438,1238163,6744,5317092,3,2,0,10.314586804398534,0.22857380873042318,92602,0.05618127290903032,45.125847364968294,147697.0,85858,0.04566104931041253,Aggressive,0.07282780069544935,0.23286469370851587,0.2847550816394535
245931,17597,843525,38226,5546079,10,2,1,3.429925466899252,0.07155258995409282,228334,0.1554338411993608,47.93572768085469,46217.325,190108,0.8270924377384455,Aggressive,0.16741264989007332,0.15209393879892444,0.2269864311534536
174765,130956,125598,54161,7168132,5,1,0,0.7186679254999571,0.749326238091151,43809,0.30990759019254427,0.9590854943645194,119468.86666666667,-10352,0.45334823633270144,Conservative,1.236298477481796,0.0175217197451163,1.0592338282836953
56778,37734,1212821,1785,9824700,13,2,2,21.360755926591285,0.6645883969142978,19044,0.031438233118461376,32.141331425239834,62978.846153846156,17259,0.028342850163363766,Aggressive,0.09373030875866414,0.12344611031380093,0.6960266300327592
171045,81155,765600,60500,8656255,16,1,0,4.47601508374989,0.47446578385804905,89890,0.35370808851471836,9.433799519438113,45084.661458333336,29390,1.3419198025011971,Aggressive,0.673044832573145,0.08844471425576071,0.8281738723727674
159308,12352,143004,11913,1681420,19,2,1,0.8976573681171065,0.07753534034700078,146956,0.07477967208175358,11.577396373056995,7374.649122807017,135043,1.6153988890342688,Aggressive,0.08106508070442854,0.08504954145900488,0.15231501242875436
165641,136060,1246530,5857,6998046,12,0,2,7.5254918770111265,0.8214149878351374,29581,0.03535960299684257,9.161619873585183,48597.541666666664,23724,0.12052049957945404,Balanced,0.19799871539163652,0.17812543672905265,0.85677459083198
156430,129619,478466,20840,4193886,3,0,2,3.0586588250335613,0.8286070446845234,26811,0.13322252764814932,3.6913261173130483,116496.83333333333,5971,0.1788889826762101,Conservative,0.777292902167021,0.11408655361638347,0.9618295723326727
220425,36762,1202931,64922,4989084,17,2,1,5.4573256209595105,0.1667778155835318,183663,0.29453101962118633,32.722131548882,24456.29411764706,118741,2.6546131514322067,Aggressive,0.3534843708313596,0.24111259702181803,0.46130883520471816
99965,56840,185767,20218,9090884,7,0,0,1.8583204121442505,0.5685990096533787,43125,0.2022507877757215,3.268244194229416,108224.80952380953,22907,0.18681483560894627,Conservative,0.4688231884057971,0.02043442639901686,0.7708497974291002
115768,45428,249779,27485,5199154,2,2,1,2.1575824061916937,0.3924055006564854,70340,0.2374144841406952,5.498349035836929,216631.41666666666,42855,0.12687448765703035,Aggressive,0.3907449530850156,0.04804223917968192,0.6298199847971806
26708,13630,1471387,7538,5433968,20,0,1,55.09162048824322,0.5103339823273926,13078,0.2822375318256702,107.9520909757887,22641.533333333333,5540,0.3329279819093524,Growth,0.5763878268848448,0.2707757940422174,0.7925715141530627
185761,58651,1596757,67418,7565106,16,1,2,8.59576014341008,0.3157336577645469,127110,0.3629287094707716,27.224719101123597,39401.59375,59692,1.71104753852755,Aggressive,0.530390999921328,0.21106868826424904,0.6786623672353185
103518,82805,431280,14527,1330746,11,0,2,4.16623195965919,0.7999091945362159,20713,0.14033308216928456,5.208381136404807,10081.40909090909,6186,1.4409692007340245,Growth,0.701346980157389,0.3240888944997768,0.9402422767055005
61593,46304,1482178,23452,1262189,18,2,2,24.064065721754094,0.7517737405224619,15289,0.3807575536181059,32.009718382861095,5843.467592592592,-8163,4.013370422337701,Aggressive,1.5339132709791354,1.174291647288956,1.1325312941405679
31142,19094,1767346,4119,225438,9,0,0,56.75120416158243,0.6131269667972513,12048,0.13226510821398754,92.56028071645544,2087.3888888888887,7929,1.973278684161499,Growth,0.3418824701195219,7.839610003637364,0.7453920750112388
27384,23168,418288,4935,9124327,19,2,1,15.274905054046158,0.8460414840782939,4216,0.18021472392638035,18.054558011049725,40018.978070175435,-719,0.12331649227389593,Aggressive,1.170540796963947,0.045843161912105954,1.0262562080046742
46826,12490,131668,14324,6939789,16,1,1,2.8118566608294535,0.2667321573484816,34336,0.3058984324947679,10.541873498799038,36144.734375,20012,0.3962956222444227,Aggressive,0.41717148182665426,0.018972911136059034,0.5726305898432494
192260,146917,227770,37674,4936917,10,1,1,1.1846978050556538,0.7641579111619682,45343,0.19595339644231768,1.55033113935079,41140.975,7669,0.9157293914400425,Aggressive,0.8308669474891384,0.04613608047289432,0.9601113076042859
25276,11999,1993691,7337,6010184,3,1,0,78.87683968982434,0.4747191011235955,13277,0.29027536002532045,166.15476289690807,166949.55555555556,5940,0.043947406601861104,Aggressive,0.5526097763048882,0.331718795963651,0.764994461148916
81622,37810,1136418,24921,4566951,17,2,1,13.922937443336355,0.46323295190022296,43812,0.3053220945333366,30.05601692673896,22387.014705882353,18891,1.1131899597784167,Aggressive,0.5688167625308135,0.24883516376681072,0.7685550464335595
166958,76624,698152,10764,9526944,15,0,0,4.181602558727344,0.4589417697864133,90334,0.06447130416032774,9.111401127584047,52927.46666666667,79570,0.20337266598816997,Growth,0.11915779219341555,0.073281841480332,0.5234130739467411
67727,22935,1590932,19619,9937695,9,2,0,23.490365733016375,0.33863894753938606,44792,0.28967767655440224,69.36699367778505,92015.69444444444,25173,0.21321362750617726,Aggressive,0.43800232184318627,0.16009064476219084,0.6283166240937883
176203,104754,1396689,16038,2946230,9,1,1,7.926590353172194,0.5945074714959451,71449,0.09102001668530048,13.333037401913053,27279.90740740741,55411,0.5879052212488503,Aggressive,0.22446780220856835,0.47405973057093304,0.6855274881812455
73511,18605,372462,2381,6327018,3,2,1,5.066751914679435,0.25309137408006965,54906,0.03238971038348002,20.019457135178715,175750.5,52525,0.013547614373785564,Aggressive,0.04336502385895895,0.05886849065389098,0.2854810844635497
57955,20207,228401,3092,8647900,19,2,1,3.941005952894487,0.34866706927788804,37748,0.0533517384177379,11.303063294897807,37929.38596491228,34656,0.0815199065669122,Aggressive,0.08191162445692488,0.026411151840331177,0.4020188076956259
47031,15185,877239,6776,2781206,2,1,1,18.652356956050266,0.3228721481575982,31846,0.14407518445280773,57.77010207441554,115883.58333333333,25070,0.05847247560950178,Aggressive,0.21277397475350124,0.3154167652450052,0.4669473326104059
136041,56092,1515463,11350,851518,2,2,2,11.139751986533472,0.41231687505972464,79949,0.08343073044155806,27.017453469300435,35479.916666666664,68599,0.3198992857461616,Aggressive,0.1419655030081677,1.779719277807398,0.4957476055012827
93487,27622,133853,5727,2432214,7,0,2,1.4317819589889504,0.2954635403852942,65865,0.06125985431129462,4.845883715878648,28954.928571428572,60138,0.19779016155650778,Balanced,0.08695058073331816,0.055033397554655965,0.3567233946965888
92904,25592,163245,34204,8391860,19,0,2,1.7571363988633428,0.2754671488848704,67312,0.36816498751399296,6.3787511722413255,36806.40350877193,33108,0.9292948166437476,Aggressive,0.5081411932493464,0.01945277924083576,0.6436321363988633
245472,134184,1565157,31750,8433648,10,1,1,6.376112143136488,0.5466366836136097,111288,0.12934265415200105,11.664259524235378,70280.4,79538,0.45176179987592563,Aggressive,0.28529580907195745,0.1855848145428882,0.6759793377656107
50235,10159,1726081,16373,9700177,14,0,2,34.36012740121429,0.20222952125012442,40076,0.32592813775256296,169.90658529382813,57739.14880952381,23703,0.2835684338543513,Aggressive,0.4085487573610141,0.17794324783970436,0.5281576590026874
71101,56109,655822,19691,9767788,8,1,2,9.22380838525478,0.7891450190573972,14992,0.27694406548431105,11.688356591634141,101747.79166666667,-4699,0.19352754175254416,Growth,1.3134338313767342,0.06714130159254071,1.0660890845417084
168309,56154,279160,49688,5170414,17,1,0,1.6586159979561401,0.3336363474324011,112155,0.29521891283294416,4.971328845674395,25345.166666666668,62467,1.9604526832860965,Aggressive,0.44302973563372117,0.053991808006090034,0.6288552602653453
187969,60961,1258351,45757,5234544,18,0,1,6.694460256744463,0.3243141156254489,127008,0.24342843766791333,20.641902199767063,24234.0,81251,1.8881323760006603,Aggressive,0.360268644494835,0.240393623589753,0.5677425532933622
105811,65103,1522604,41586,3789024,11,2,0,14.38984604625228,0.6152762945251439,40708,0.3930215195017531,23.387616546088505,28704.727272727272,-878,1.448750918442322,Aggressive,1.021568242114572,0.40184596349877966,1.008297814026897
161865,123550,494146,44148,2288370,17,1,2,3.0528279739288915,0.7632903963179193,38315,0.2727458066907608,3.9995629299878592,11217.5,-5833,3.935636282594161,Aggressive,1.152238026882422,0.2159379820570974,1.03603620300868
57441,51430,704489,2948,4094528,10,2,2,12.264567121045943,0.8953534931494925,6011,0.051322226284361346,13.698016721757728,34121.066666666666,3063,0.08639823686637385,Aggressive,0.49043420395940773,0.17205621746877783,0.9466757194338539
110716,22180,108538,16372,5270080,12,2,0,0.980328046533473,0.20033238195021497,88536,0.1478738393728097,4.893507664562669,36597.77777777778,72164,0.4473495658509927,Aggressive,0.18491912894189935,0.02059513328070921,0.3482062213230247
118635,64040,871789,6832,2564722,19,0,1,7.348497492308341,0.539806970961352,54595,0.0575884013992498,13.613194878201124,11248.780701754386,47763,0.6073547152478904,Aggressive,0.12513966480446928,0.3399155931909969,0.5973953723606018
70968,27508,163077,22807,1822907,9,2,2,2.297894825836997,0.3876113177770263,43460,0.32137019501747266,5.928348116911444,16878.76851851852,20653,1.3512241710630328,Aggressive,0.5247814081914404,0.08945985724998587,0.708981512794499
92055,15355,1899128,10083,8443528,13,1,0,20.630362283417522,0.16680245505404379,76700,0.10953234479387323,123.68140670791273,54125.179487179485,66617,0.18629037530283551,Aggressive,0.13146023468057366,0.22492114670550034,0.276334799847917
181044,121715,1085230,30320,4839400,6,2,1,5.994288681204569,0.6722951326749298,59329,0.1674731004617662,8.916156595325145,67213.88888888889,29009,0.451097243459933,Aggressive,0.5110485597262722,0.22424887382733397,0.839768233136696
152927,44773,1765104,28747,8827148,13,0,1,11.54213448246549,0.29277367632922896,108154,0.18797857801434673,39.42340249704063,56584.282051282054,79407,0.5080386099791234,Aggressive,0.2657969192077963,0.19996311379394568,0.4807522543435757
110896,28135,625175,31499,1458097,3,1,0,5.637489179050642,0.2537061751551003,82761,0.28404090318857306,22.220543806646525,40502.694444444445,51262,0.7777013463438989,Aggressive,0.38060197435990384,0.4287609123398512,0.5377470783436733
41923,24823,1645125,2461,4610784,4,0,2,39.24158576437755,0.592109343319896,17100,0.058702860005247715,66.274221488136,96058.0,14639,0.0256199379541527,Balanced,0.14391812865497075,0.35679940764954504,0.6508122033251437
236170,36672,800645,11293,1117481,12,2,0,3.3901215226320023,0.15527797772790786,199498,0.04781725028581107,21.83259707678883,7760.284722222223,188205,1.455230111294957,Aggressive,0.056607083780288524,0.7164730317562447,0.20309522801371893
